UID,Name,NationID,Born,Age,IntCaps,IntGoals,U21Caps,U21Goals,Height,Weight,AerialAbility,CommandOfArea,Communication,Eccentricity,Handling,Kicking,OneOnOnes,Reflexes,RushingOut,TendencyToPunch,Throwing,Corners,Crossing,Dribbling,Finishing,FirstTouch,Freekicks,Heading,LongShots,Longthrows,Marking,Passing,PenaltyTaking,Tackling,Technique,Aggression,Anticipation,Bravery,Composure,Concentration,Vision,Decisions,Determination,Flair,Leadership,OffTheBall,Positioning,Teamwork,Workrate,Acceleration,Agility,Balance,Jumping,LeftFoot,NaturalFitness,Pace,RightFoot,Stamina,Strength,Consistency,Dirtiness,ImportantMatches,InjuryProness,Versatility,Adaptability,Ambition,Loyalty,Pressure,Professional,Sportsmanship,Temperament,Controversy,PositionsDesc,Goalkeeper,Sweeper,Striker,AttackingMidCentral,AttackingMidLeft,AttackingMidRight,DefenderCentral,DefenderLeft,DefenderRight,DefensiveMidfielder,MidfielderCentral,MidfielderLeft,MidfielderRight,WingBackLeft,WingBackRight
19249777,Gláucio,1651,03/02/1994,22,0,0,0,0,184,76,3,3,3,2,1,3,1,3,1,3,3,5,3,9,12,11,5,12,5,1,3,4,7,1,7,9,10,8,7,6,5,11,1,9,3,12,6,5,6,12,11,5,11,20,5,12,9,9,9,9,9,5,9,9,20,9,11,9,14,1,13,3,S ,1,1,20,1,1,1,1,1,1,1,1,1,1,1,1
19249790,Rony,1651,11/05/1995,21,0,0,0,0,175,67,2,3,2,1,1,3,2,4,3,2,3,7,8,12,15,15,8,15,10,4,9,11,8,5,14,11,8,8,14,11,8,10,17,12,14,15,10,10,11,15,13,11,8,11,14,14,20,9,8,11,7,11,11,11,10,9,12,12,10,1,15,6,S ,1,1,20,1,1,1,1,1,1,1,1,1,1,1,1
19249821,Eric,1651,14/07/1990,25,0,0,0,0,192,87,3,2,1,3,3,1,1,3,2,2,1,7,7,14,10,10,8,14,9,2,6,5,5,4,10,9,11,5,10,9,9,13,9,9,10,10,9,8,9,9,7,9,16,20,13,6,10,14,13,9,9,9,9,9,12,10,4,11,10,2,7,4,S ,1,1,20,1,1,1,1,1,1,1,1,1,1,1,1
19249832,Núbio Flávio,1651,25/05/1992,24,0,0,0,0,180,74,3,3,4,2,2,2,2,3,1,4,1,5,7,10,13,11,6,13,6,1,4,7,8,1,8,9,12,3,8,5,7,10,5,8,5,13,6,6,7,13,13,7,6,10,13,12,20,5,13,9,9,3,8,9,19,10,11,12,12,11,4,1,S ,1,1,20,1,1,1,1,1,1,1,1,1,1,1,1
19249847,Pedro Henrique,1651,14/06/1993,23,0,0,0,0,184,81,1,2,1,3,2,3,3,2,2,2,2,11,10,11,8,12,10,7,10,10,6,11,6,10,12,7,10,8,10,10,10,11,9,10,2,10,7,10,9,11,12,13,12,20,14,12,8,10,10,10,4,7,10,10,9,11,11,12,11,7,1,2,AM LC,1,1,10,20,18,12,1,1,1,1,1,15,1,1,1
19249851,Robinho,1651,19/01/1995,21,0,0,0,0,166,62,3,1,1,3,4,1,2,1,2,2,1,7,10,13,10,13,8,5,11,4,5,12,12,5,12,10,12,9,9,8,11,10,6,14,4,12,7,8,10,14,15,10,3,10,12,14,20,12,6,10,10,6,6,11,17,11,11,11,11,1,7,5,AM/S RL,1,1,18,1,19,20,1,1,1,1,1,1,1,1,1
19249856,Fernando Sobral,1651,17/12/1994,21,0,0,0,0,178,70,3,2,2,2,2,3,1,3,2,3,3,6,5,13,8,11,6,6,9,1,6,8,7,7,13,6,5,5,12,7,11,12,4,13,2,7,7,7,10,11,13,10,8,10,11,13,20,8,7,9,7,9,9,9,10,10,11,10,9,8,9,1,AM C,1,1,1,20,1,1,1,1,1,1,10,1,1,1,1
19249860,Maksuel,1651,10/11/1993,22,0,0,0,0,187,0,3,3,2,1,3,2,2,3,2,2,2,7,7,7,3,14,5,7,12,4,13,13,2,8,12,6,10,6,9,8,12,14,9,4,4,11,8,8,10,9,11,3,11,9,11,12,20,9,9,9,9,9,7,9,11,9,11,11,12,13,1,3,M C,1,1,1,1,1,1,1,1,1,1,20,1,1,1,1
19249861,Rodney,1651,16/04/1990,26,0,0,0,0,173,72,2,3,4,2,1,2,1,1,1,1,4,6,8,7,7,9,8,9,7,6,11,12,5,14,10,8,10,9,9,10,7,14,3,9,10,8,14,9,11,14,14,9,2,9,13,14,20,14,9,10,6,8,8,10,15,14,11,12,9,5,15,5,DM ,1,1,1,1,1,1,13,1,1,20,10,1,1,1,1
19249867,Gabriel Vasconcelos,1651,24/10/1995,20,0,0,0,0,175,70,2,3,3,2,3,2,1,2,3,2,1,9,10,11,12,15,6,15,11,9,7,10,9,9,11,1,9,5,13,8,10,8,11,10,9,13,7,9,11,13,13,13,7,11,7,14,20,11,8,10,10,10,9,10,8,11,12,10,10,10,1,7,S ,1,1,20,9,12,12,1,1,1,1,1,1,1,1,1
19249872,Guilherme Lucena,1651,18/05/1994,22,0,0,0,0,173,68,2,2,1,2,3,3,2,2,1,3,4,9,11,10,9,14,8,8,8,8,9,10,3,10,12,8,11,9,5,10,10,12,4,11,3,9,10,9,10,10,14,9,3,11,10,14,20,13,6,10,9,10,8,10,10,12,8,12,13,9,6,6,D/WB/AM RC,1,1,1,15,14,18,1,1,20,1,1,1,13,1,19
19249875,Cassiano,1651,09/01/1997,19,0,0,0,0,171,0,1,3,3,4,1,1,2,2,1,3,3,9,9,11,12,9,9,9,8,4,9,10,9,6,11,3,11,8,11,10,9,15,15,10,8,12,7,12,12,12,12,10,7,20,11,12,9,15,10,10,10,3,6,10,18,12,11,12,10,1,8,1,S ,1,1,20,1,1,1,1,1,1,1,1,1,1,1,1
19249877,Raul,1651,04/04/1997,19,0,0,0,0,175,70,1,3,2,1,1,3,1,2,1,3,3,11,12,11,9,12,12,9,10,12,10,11,11,10,12,5,12,8,9,10,10,12,8,4,3,12,11,10,11,13,12,11,11,9,12,13,20,12,8,10,5,3,10,10,17,12,12,9,8,6,6,5,D/WB R,1,1,1,1,1,1,1,1,20,1,1,1,1,1,19
19249878,Lincoln,1651,07/11/1998,17,0,0,0,0,178,65,1,3,1,2,1,3,2,1,3,1,3,12,11,12,11,12,12,9,12,8,7,13,12,7,13,8,12,10,12,10,13,12,13,16,10,14,10,11,11,13,14,13,9,20,13,13,7,12,12,11,5,9,5,14,9,17,12,12,12,10,10,6,AM LC,1,1,5,20,19,14,1,1,1,1,15,12,1,1,1
19249888,Fernando,1651,03/11/1990,25,0,0,0,0,181,80,2,2,1,2,2,1,2,3,1,2,2,6,4,6,7,13,5,6,11,1,9,13,2,13,8,9,10,8,2,9,9,11,4,7,7,6,12,7,11,13,13,7,8,10,16,13,20,9,9,9,4,9,9,9,13,12,12,12,9,5,10,5,DM ,1,1,1,1,1,1,1,1,1,20,10,1,1,1,1
19249895,Ramires,1651,14/02/1987,29,0,0,0,0,185,88,1,3,1,2,2,2,4,1,2,2,1,9,9,7,5,15,9,9,9,1,9,10,7,15,15,9,10,10,7,7,11,11,10,1,12,7,15,10,14,13,15,7,9,2,14,15,20,14,8,10,6,6,5,10,11,12,12,13,11,1,1,3,DM ,1,1,1,1,1,1,1,1,1,20,10,1,1,1,1
19249898,Alisson,1651,01/02/1994,22,0,0,0,0,188,74,2,1,1,2,3,3,1,2,1,1,2,6,7,5,6,4,2,14,6,7,14,7,5,14,5,10,11,10,9,11,6,14,17,1,9,8,14,8,9,14,12,9,12,10,17,13,20,10,10,12,10,9,10,10,9,11,10,9,8,1,14,6,D C,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1
19249901,Jean,1651,26/09/1994,21,0,0,0,0,183,81,2,1,2,3,2,2,2,1,2,1,2,7,8,10,10,11,8,14,13,10,13,11,6,13,11,15,13,14,11,12,11,12,10,10,9,11,13,15,14,11,11,14,14,14,14,11,20,14,14,11,13,11,8,10,12,11,9,11,12,9,9,2,DM ,1,1,1,1,1,1,14,1,1,20,10,1,1,1,1
19249903,Leandro Vilela,1651,29/06/1995,21,0,0,0,0,177,75,3,2,2,2,3,3,2,3,3,1,1,5,7,7,8,13,7,7,11,6,7,12,6,12,13,5,9,9,8,8,11,13,10,9,2,5,8,8,11,9,12,8,8,16,14,13,20,7,7,10,4,10,10,10,18,13,12,10,9,2,8,8,DM ,1,1,1,1,1,1,1,1,1,20,10,1,1,1,1
19249904,Yan,1651,29/11/1994,21,0,0,0,0,180,81,2,3,3,3,2,2,3,3,3,1,2,8,5,6,6,10,4,8,8,8,10,10,8,10,10,7,9,10,10,7,10,11,9,8,15,8,9,10,10,9,14,10,7,9,14,13,20,15,8,9,7,6,9,9,8,10,9,9,11,2,15,3,D/WB R,1,1,1,1,1,1,1,1,20,1,1,1,1,1,19
19249916,Raniel,1651,11/06/1996,20,0,0,0,0,185,71,2,4,3,2,1,2,4,1,2,3,3,8,9,13,11,12,13,9,9,6,7,12,11,8,12,10,13,10,12,10,12,11,10,13,10,13,8,12,12,15,14,8,12,6,12,14,20,13,7,10,8,10,6,15,10,12,12,9,8,6,8,2,AM/S RC,1,1,20,18,1,19,1,1,1,1,10,1,1,1,1
19249917,Caio César,1651,27/07/1995,20,0,0,0,0,193,76,3,3,1,1,3,2,2,2,1,1,3,6,8,9,10,11,9,12,9,10,7,10,10,8,11,13,11,13,9,9,10,9,16,8,11,11,10,11,12,13,12,7,16,13,3,13,20,11,10,9,13,1,10,10,9,9,11,12,10,8,4,3,AM RL,1,1,15,13,16,20,1,1,1,1,1,1,1,1,1
19249923,Léo Gomes,1651,30/03/1996,20,0,0,0,0,178,70,2,3,2,3,3,1,3,2,2,3,3,11,12,10,8,16,11,11,9,11,10,15,8,16,13,7,14,11,13,9,10,16,9,8,11,10,10,13,13,13,15,9,7,2,7,12,20,9,10,6,7,2,11,11,20,9,10,10,10,7,7,4,D/WB/DM R,1,1,1,1,1,1,1,1,20,16,13,1,1,1,19
19249924,Matheus Anderson,1651,06/03/1994,22,0,0,0,0,177,68,3,1,2,1,1,3,1,1,4,1,3,8,9,14,14,12,8,14,5,3,8,8,10,6,14,10,10,9,14,7,9,6,1,13,6,13,9,8,9,14,14,7,6,8,17,14,20,7,6,10,5,9,7,10,13,10,9,13,11,5,11,5,S ,1,1,20,1,1,1,1,1,1,1,1,1,1,1,1
19249926,Wanderson Lima,1651,09/02/1995,21,0,0,0,0,170,65,3,3,3,3,2,1,2,1,3,3,1,10,11,10,8,9,11,10,11,8,12,9,10,10,11,9,9,11,10,9,10,8,13,8,7,10,9,9,11,12,13,12,9,10,13,12,20,13,11,9,6,8,9,12,9,12,11,10,10,6,14,10,D/WB R,1,1,1,1,1,1,1,1,20,1,1,1,1,1,19
19249986,Bosco,1651,26/12/1992,23,0,0,0,0,186,78,3,2,1,2,2,1,1,3,1,3,1,7,5,3,8,13,6,7,8,2,11,13,5,13,13,8,13,5,8,7,6,11,6,6,13,7,9,8,11,13,13,8,12,10,17,13,20,7,10,10,3,5,7,10,10,13,9,10,10,8,17,5,DM ,1,1,1,1,1,1,1,1,1,20,10,1,1,1,1
19250011,Dioguinho,1651,05/08/1997,18,0,0,0,0,180,0,1,1,2,3,1,2,1,3,2,3,1,3,4,10,10,13,6,3,13,3,6,13,5,4,13,9,4,4,5,7,13,13,3,13,10,5,7,7,10,13,13,7,10,8,15,13,20,6,5,9,5,1,4,9,12,9,10,9,13,1,11,4,AM C,1,1,1,20,1,1,1,1,1,1,10,1,1,1,1
19250013,Hayner,1651,02/10/1995,20,0,0,0,0,174,68,3,3,4,1,3,2,3,2,2,2,2,10,11,12,10,13,9,7,10,11,11,12,8,11,12,13,10,9,9,7,10,9,13,13,5,13,11,12,12,14,15,8,7,9,13,14,20,14,7,12,14,12,4,8,12,13,10,12,12,16,17,15,D/WB R,1,1,1,1,1,1,1,1,20,1,1,1,1,1,19
19250014,Caio Ruan,1651,01/04/1995,21,0,0,0,0,190,87,3,2,4,3,1,3,4,2,1,1,1,7,5,6,7,9,6,13,6,6,12,6,1,11,5,7,14,10,7,9,5,14,5,6,14,6,13,8,9,13,9,12,13,10,13,11,20,7,13,12,10,5,6,10,16,11,12,12,10,7,20,4,D C,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1
19250018,Bruno Bertinato,1651,31/05/1998,18,0,0,0,0,189,79,11,7,8,1,14,8,8,14,9,6,8,5,1,2,1,6,9,1,3,2,1,2,1,3,1,9,5,14,8,11,7,14,7,1,5,3,6,8,7,11,9,8,13,6,10,12,20,7,10,7,4,9,9,8,18,11,12,11,12,5,2,1,GK ,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19250019,Alan Cardoso,1651,05/01/1998,18,0,0,0,0,175,69,3,2,1,2,3,1,2,2,3,2,2,11,15,13,10,12,9,10,8,8,6,10,4,8,13,10,10,10,11,13,11,10,10,10,6,11,10,11,12,14,13,7,8,20,12,14,6,12,7,10,10,9,4,15,9,10,11,11,12,4,13,6,D/WB L,1,1,1,1,15,1,1,20,1,1,1,15,1,19,1
19250020,Matheus Faulth,1651,14/02/1998,18,0,0,0,0,175,60,1,1,4,3,2,3,3,3,3,2,3,4,8,8,3,10,6,7,5,6,5,5,4,8,7,8,6,7,7,6,7,12,1,8,11,7,5,7,8,12,11,8,4,9,4,13,20,7,6,8,8,1,7,8,9,12,11,12,11,1,6,4,D/WB R,1,1,14,11,1,13,1,1,20,1,13,1,15,1,19
19250021,Adryelson,1651,23/03/1998,18,0,0,0,0,181,74,2,2,2,2,3,3,3,3,1,2,1,5,3,2,3,9,1,11,5,2,13,9,7,11,5,14,11,14,7,7,8,13,13,13,13,6,9,7,13,14,12,13,13,8,14,9,20,11,13,12,13,2,10,10,19,13,12,10,11,9,14,5,D C,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1
19250022,Júnior Ramos,1651,03/03/1998,18,0,0,0,0,176,70,1,1,2,1,1,1,2,4,2,3,1,9,10,11,11,12,10,7,11,8,12,12,10,12,12,11,12,10,10,9,11,10,13,12,5,13,12,12,13,13,13,8,8,20,12,13,8,13,11,12,10,10,5,13,14,10,11,11,13,9,10,8,DM/M C,1,1,1,10,8,1,1,1,1,18,20,11,1,1,1
19250028,Magno,1651,26/07/1990,25,0,0,0,0,167,0,1,3,2,1,3,1,2,3,3,2,1,10,11,7,8,10,8,8,11,3,10,14,7,16,8,10,9,10,11,12,8,14,2,8,10,9,12,14,9,8,8,9,9,12,15,9,20,15,10,10,7,11,5,10,15,11,10,9,11,2,14,1,DM/M C,1,1,1,1,1,1,1,1,1,20,18,1,1,1,1
19250035,Maguinho,1651,06/01/1992,24,0,0,0,0,180,74,1,4,3,1,2,1,1,4,2,1,2,4,6,8,5,13,7,7,5,7,9,12,2,13,13,10,9,9,9,9,7,13,10,10,4,6,11,8,4,13,12,8,6,10,14,12,20,6,10,10,10,10,10,10,20,12,11,12,13,12,8,3,D/DM/M RC,1,1,1,1,1,1,1,1,18,18,20,1,13,1,15
19250042,Rodrigo Pinho,1651,30/05/1991,25,0,0,0,0,185,79,4,3,3,4,2,1,2,1,2,1,3,8,9,12,12,12,11,12,12,6,6,12,13,6,13,9,11,11,12,12,9,11,12,12,8,12,8,10,9,13,12,12,13,20,12,12,8,12,12,10,10,10,3,10,10,13,11,12,12,6,12,6,S ,1,1,20,1,1,1,1,1,1,1,1,1,1,1,1
19250048,Jonathan,1651,11/05/1991,25,0,0,0,0,196,88,14,7,13,8,10,12,7,10,6,3,10,4,2,3,2,2,8,1,2,3,3,3,1,3,6,5,12,11,9,7,8,14,2,2,12,3,8,9,8,14,13,9,14,10,12,12,20,8,12,10,10,1,8,10,18,14,9,12,11,8,16,1,GK ,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19250053,Ivan,1651,30/11/1989,26,0,0,0,0,178,70,1,4,3,3,3,2,3,3,3,1,3,7,7,4,6,14,7,5,11,1,10,14,4,9,14,9,11,7,8,8,14,10,3,7,12,9,8,8,11,10,12,8,6,4,4,14,20,9,9,9,5,9,9,9,16,10,9,10,14,6,12,5,M C,1,1,1,1,1,1,1,1,1,1,20,1,1,1,1
19250101,Alisson Machado,1651,08/06/1995,21,0,0,0,0,190,87,13,8,8,1,9,9,9,9,9,6,8,1,3,1,3,3,4,6,1,3,1,1,4,3,3,7,6,15,7,8,6,13,6,2,1,2,9,7,6,8,10,5,14,10,9,7,20,6,13,5,7,9,7,9,8,11,9,11,10,10,6,3,GK ,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19250116,Lucas Rocha,1651,19/06/1995,21,0,0,0,0,184,0,1,2,3,1,3,1,1,1,2,3,2,4,6,5,1,5,1,11,3,5,11,5,1,13,6,8,12,9,7,9,2,13,4,1,8,6,12,6,5,12,9,7,11,9,13,11,20,7,12,9,4,9,9,9,8,11,11,13,8,1,8,3,D C,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1
19250117,Anderson,1651,05/03/1998,18,0,0,0,0,190,77,13,8,9,5,9,10,8,11,7,8,7,3,3,2,3,1,5,1,2,3,3,1,2,2,1,8,7,15,6,5,5,11,8,1,6,1,5,6,5,9,11,1,14,8,10,13,20,1,9,8,8,5,6,8,11,12,11,14,11,7,9,6,GK ,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19250118,Gabriel Correia,1651,29/05/1998,18,0,0,0,0,182,0,2,2,2,2,2,3,4,3,3,2,1,5,4,13,12,13,4,2,7,1,2,9,7,5,13,6,4,6,10,6,13,13,8,13,10,8,6,5,5,10,8,1,9,8,13,6,20,5,5,8,5,8,8,8,15,9,12,11,11,2,11,2,AM C,1,1,1,20,1,1,1,1,1,1,10,1,1,1,1
19250185,Kalil,1651,10/04/1996,20,0,0,0,0,181,73,1,4,2,3,1,3,2,2,1,1,3,7,7,14,14,10,7,14,8,2,5,8,5,1,14,9,9,5,12,8,8,11,5,13,3,14,8,7,8,13,14,8,8,1,16,14,20,7,8,9,9,2,5,9,16,10,13,8,13,5,12,7,S ,1,1,20,1,1,1,1,1,1,1,1,1,1,1,1
19250186,Rafael,1651,27/12/1995,20,0,0,0,0,191,99,4,1,2,3,3,3,3,2,3,1,2,8,3,1,8,6,4,11,2,6,10,7,6,15,7,9,13,9,6,9,7,8,4,2,2,6,15,7,9,14,10,9,15,1,10,10,20,7,13,9,6,6,6,9,9,9,11,8,7,2,15,4,D C,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1
19250187,Diego,1651,12/01/1995,21,0,0,0,0,187,80,1,1,2,3,3,1,2,2,1,2,3,3,7,9,8,14,5,7,7,5,7,10,4,8,14,8,8,6,7,8,12,10,6,13,14,10,6,8,11,13,10,8,13,9,11,12,20,7,9,9,9,9,9,9,16,12,11,11,10,9,18,3,AM C,1,1,10,20,1,1,1,1,1,1,15,1,1,1,1
19250188,Mota,1651,09/07/1995,20,0,0,0,0,187,78,2,3,3,3,2,3,3,3,1,1,2,7,8,3,1,14,5,5,7,7,9,9,4,11,9,3,5,9,9,8,9,13,6,9,1,7,6,9,9,14,14,5,9,8,12,14,20,7,8,9,9,9,4,9,15,11,11,13,11,10,4,1,D/WB R,1,1,1,1,1,1,1,1,20,1,1,1,1,1,17
19250189,Jefferson,1651,17/01/1997,19,0,0,0,0,179,75,3,4,2,3,2,3,3,2,2,2,2,7,5,11,11,15,9,15,6,4,8,10,6,7,13,6,11,6,11,9,8,12,4,11,10,11,10,9,10,15,13,11,10,20,17,13,7,8,10,10,9,10,8,10,16,9,12,13,10,6,16,8,S ,1,1,20,1,1,1,1,1,1,1,1,1,1,1,1
19250248,André Baumer,1651,18/02/1997,19,0,0,0,0,188,76,4,1,2,2,1,1,3,3,3,2,3,2,1,1,1,7,1,13,4,4,12,7,1,13,5,9,9,8,6,6,3,13,9,5,11,2,10,6,7,12,12,7,13,8,15,12,20,8,7,9,8,6,8,9,16,9,12,9,9,9,7,2,D C,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1
19250249,Leonardo Leite,1651,28/01/1997,19,0,0,0,0,183,0,3,3,1,1,3,2,3,1,2,3,1,4,5,5,7,11,5,1,11,2,3,12,4,5,10,8,4,6,12,5,6,11,3,10,13,6,3,7,10,9,11,6,10,20,8,13,8,6,7,8,3,8,3,8,7,12,11,13,12,5,2,3,AM C,1,1,1,20,1,1,1,1,1,1,15,1,1,1,1
19250250,Igor Candiota,1651,27/07/1996,19,0,0,0,0,187,0,3,3,3,3,1,1,2,1,2,1,2,1,1,2,2,6,2,13,1,1,12,6,1,13,5,8,3,8,5,9,2,13,8,8,1,4,13,5,6,7,10,6,13,5,5,11,20,9,10,8,8,4,6,8,10,9,12,14,11,4,5,3,D C,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1
19250252,Matheus Albino,1651,04/02/1995,21,0,0,0,0,196,86,12,11,9,1,12,8,7,11,7,1,9,1,3,2,2,2,6,1,3,1,2,1,3,2,1,5,6,8,6,7,5,12,2,2,3,1,7,6,5,9,13,6,13,10,15,9,20,2,9,9,7,8,9,9,16,10,13,11,11,6,9,5,GK ,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19250253,Rodrigo Sampaio,1651,16/01/1996,20,0,0,0,0,171,0,1,2,2,2,4,3,1,1,1,2,3,3,1,4,6,11,5,5,9,4,7,10,1,12,12,7,11,6,5,9,9,10,2,1,13,1,11,7,10,5,9,6,3,1,13,7,20,7,7,5,7,5,3,7,18,10,13,9,9,5,6,7,DM ,1,1,1,1,1,1,1,1,1,20,10,1,1,1,1
19250254,Júnior Sutil,1651,04/02/1997,19,0,0,0,0,179,72,3,3,1,1,2,1,2,2,1,2,3,5,5,5,2,10,5,5,10,2,6,13,1,12,13,8,3,4,4,9,6,13,8,5,13,4,6,7,10,13,13,4,8,8,9,13,20,5,7,8,6,1,8,8,14,10,12,8,12,5,10,2,DM ,1,1,1,1,1,1,1,1,1,20,10,1,1,1,1
19250315,Daniel,1651,10/03/1989,27,0,0,0,0,180,77,2,1,1,3,1,1,2,2,1,2,1,2,4,8,3,10,1,9,7,7,9,10,3,13,9,10,13,9,10,13,9,12,5,6,12,8,10,10,10,14,14,10,8,20,15,14,10,10,7,6,8,5,10,10,18,13,10,14,9,1,15,1,D/WB L,1,1,1,1,1,1,1,20,1,1,1,1,1,19,1
19250321,Tchê Tchê,1651,30/08/1992,23,0,0,0,0,175,66,3,4,2,3,4,3,1,1,1,1,1,9,12,13,10,12,10,7,12,10,12,13,10,12,12,12,12,11,13,12,13,12,12,13,7,14,11,13,15,14,15,15,7,14,13,14,20,14,8,13,13,13,11,16,13,13,11,12,11,7,3,3,WB/DM/M RC,1,1,1,13,7,12,1,9,15,17,20,5,13,10,18
19250343,Erivaldo,1651,08/06/1984,32,0,0,0,0,180,79,2,1,1,1,1,1,3,1,3,2,1,6,4,8,13,13,6,10,4,2,3,7,7,3,13,9,13,2,10,7,6,11,4,13,13,13,5,6,7,13,9,7,9,10,9,10,20,7,6,9,4,9,7,9,16,11,11,9,12,12,16,2,S ,1,1,20,1,1,1,1,1,1,1,1,1,1,1,1
19250452,Hélio Paraíba,1651,17/04/1992,24,0,0,0,0,188,84,3,3,1,1,3,2,1,1,3,2,4,6,8,7,11,10,7,12,10,6,6,9,11,6,10,12,11,11,12,10,9,11,5,11,8,11,9,11,11,12,8,6,15,12,14,12,20,13,14,11,12,10,9,6,13,12,12,12,11,9,9,1,S ,1,1,20,1,1,1,1,1,1,1,1,1,1,1,1
19250461,Wallace,1651,22/06/1989,27,0,0,0,0,182,0,1,2,3,3,3,1,3,2,3,2,1,5,7,5,7,11,3,9,8,6,10,9,5,14,10,9,11,7,7,7,9,14,9,7,14,8,10,10,10,15,12,10,10,10,12,10,20,7,10,5,6,9,9,9,14,10,10,11,9,8,18,7,D/WB R,1,1,1,1,1,1,1,1,20,1,1,1,1,1,19
19250466,Jácio,1651,30/07/1989,26,0,0,0,0,175,79,3,1,2,3,2,2,3,3,1,3,1,5,8,8,8,14,8,8,11,2,8,12,7,14,9,10,11,7,10,10,9,14,5,2,8,8,12,9,12,14,14,7,4,10,11,13,20,8,7,10,6,7,10,10,17,13,9,11,9,6,8,5,DM/M C,1,1,1,10,1,1,1,1,1,20,18,1,1,1,1
19250487,Erick,1651,03/01/1997,19,0,0,0,0,172,0,1,3,1,2,1,2,3,1,2,3,3,9,7,15,11,14,12,15,9,8,9,11,5,5,11,10,12,9,11,9,10,12,10,9,2,10,7,9,9,13,13,10,4,7,11,14,20,8,7,10,8,9,4,9,9,12,10,12,10,7,12,7,S ,1,1,20,1,1,1,1,1,1,1,1,1,1,1,1
19250578,Leonardo,1651,28/05/1997,19,0,0,0,0,176,0,2,1,1,3,2,2,3,1,1,3,3,6,4,13,11,11,6,13,7,5,4,3,3,1,13,8,9,8,11,6,7,11,9,13,10,4,7,6,7,13,12,12,8,9,7,9,20,6,12,9,4,9,6,8,8,11,10,10,13,7,9,2,S ,1,1,20,1,1,1,1,1,1,1,1,1,1,1,1
19250579,Guilherme Mantuan,1651,02/08/1997,18,0,0,0,0,176,70,3,1,1,2,2,1,1,1,1,3,1,7,12,15,11,13,5,7,9,3,10,12,5,10,12,8,8,10,6,12,13,11,10,14,11,12,11,12,12,13,14,10,9,11,8,13,20,11,8,8,9,10,10,13,17,8,11,10,11,6,9,2,M/AM RC,1,1,1,17,14,1,1,1,15,1,20,1,1,1,15
19250580,Léo Príncipe,1651,13/08/1996,19,0,0,0,0,174,68,2,1,2,3,3,3,2,1,2,1,2,12,12,12,10,13,9,10,11,10,11,12,11,9,13,10,12,12,12,12,12,13,13,13,10,13,8,14,12,13,13,10,7,11,13,14,20,12,9,12,9,12,9,13,11,12,12,13,12,7,11,8,D/WB R,1,1,1,1,1,1,1,13,20,1,1,1,1,1,19
19250586,Rodrigo,1651,26/05/1994,22,0,0,0,0,180,76,3,2,2,1,3,1,2,1,1,1,1,7,5,13,12,13,11,5,12,2,5,11,3,5,11,9,9,8,10,6,12,8,9,11,1,4,7,7,12,12,11,7,5,20,6,11,9,12,8,9,7,9,4,9,11,11,12,9,10,11,6,8,AM C,1,1,1,20,1,1,1,1,1,1,10,1,1,1,1
19250588,Rodrigo Sam,1651,24/07/1995,20,0,0,0,0,184,0,3,2,2,2,2,3,3,3,1,4,3,2,4,5,4,6,4,11,7,9,11,10,5,10,8,12,12,10,7,10,4,15,10,5,10,7,11,12,11,12,11,10,12,10,12,13,20,11,11,10,8,10,9,10,17,10,10,10,9,5,14,5,D C,1,1,1,1,1,1,20,1,1,12,1,1,1,1,1
19250590,Marciel,1651,08/03/1995,21,0,0,0,0,186,82,3,3,2,3,1,2,1,3,2,2,3,8,12,13,12,14,12,11,14,7,12,14,10,11,14,11,13,13,13,12,14,13,14,13,9,10,14,13,11,11,11,12,11,20,12,13,9,13,13,8,9,11,10,10,20,12,12,13,12,1,12,7,DM/M C,1,1,1,1,1,1,1,1,1,20,19,1,1,1,1
19250761,Erik,1651,02/02/1995,21,0,0,0,0,171,57,2,1,3,1,1,2,2,3,2,2,3,10,13,14,14,14,9,12,8,9,9,10,7,9,12,9,12,9,9,8,11,11,12,13,13,13,10,9,11,14,14,10,5,20,13,14,10,13,7,11,10,10,10,11,7,12,12,12,11,8,16,8,AM/S L,1,1,20,1,18,1,1,1,1,1,1,1,1,1,1
19250971,Carlinhos,1651,16/03/1998,18,0,0,0,0,193,0,10,9,8,1,13,14,9,12,11,8,9,3,1,3,1,1,8,1,2,1,2,1,3,2,4,9,7,12,6,8,7,10,18,1,8,2,7,8,5,14,12,8,16,9,11,11,20,2,10,3,8,6,6,9,13,8,10,10,12,5,9,2,GK ,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1
